index,word,word_sense,hypernyms,hyponyms
683,make,make.v.32,total be,
684,make,make.v.33,amount,
685,make,make.v.34,constitute,
686,make,make.v.35,look be,
687,make,make.v.36,pass travel,bushwhack claw jostle 
688,make,make.v.37,reach,
689,make,make.v.38,create from raw material make,
690,cook,cook.v.02,create from raw material make,concoct deglaze devil dress flambe lard precook preserve put on scallop whip up 
691,seduce,seduce.v.01,persuade induce,
692,make,make.v.41,guarantee,
693,make,make.v.42,act re-create make,go through the motions 
694,make,make.v.43,see think evaluate think,
695,make,make.v.44,estimate calculate reason think,
696,make,make.v.45,change,
697,make,make.v.46,develop generate make,
698,make,make.v.47,develop change,
699,make,make.v.48,act,
700,make,make.v.49,excrete exhaust,stale wet 
701,support,support.n.01,activity act event psychological feature abstraction entity,logistic support sustenance 
702,support,support.n.02,aid activity act event psychological feature abstraction entity,advocacy attachment blessing endorsement reassurance sponsorship 
703,support,support.n.03,influence determinant cognitive factor cognition psychological feature abstraction entity,anchor lifeline 
704,support,support.n.04,operation activity act event psychological feature abstraction entity,close support 
705,documentation,documentation.n.03,validation determination discovery act event psychological feature abstraction entity,
706,support,support.n.06,resource assets possession relation abstraction entity,comforts maintenance meal ticket subsistence 
707,support,support.n.07,supporting structure structure artifact whole object physical entity entity,abutment architrave basement buttress foundation pedestal prop 
708,support,support.n.08,activity act event psychological feature abstraction entity,shoring suspension 
709,accompaniment,accompaniment.n.02,part tune music auditory communication communication abstraction entity,descant vamp 
710,support,support.n.10,device instrumentality artifact whole object physical entity entity,andiron arch support back backboard baluster bar base bearing bearing wall bedpost bookend brace bracket bridge foot foothold handrest hanger harness harp headstock leg perch pier pier pillow block rack rest rib rocker seat shelf spoke step stirrup stock structural member tailstock tee undercarriage yoke 
711,support,support.n.11,resource assets possession relation abstraction entity,
712,support,support.v.01, ,help patronize promote second sponsor undergird 
713,support,support.v.02,give transfer,fund provide see through sponsor subsidize 
714,back,back.v.01,approve authorize permit accept react act,champion guarantee 
715,hold,hold.v.10, ,block brace bracket buoy carry chock pole prop up scaffold truss underpin 
716,confirm,confirm.v.01, ,back document prove validate verify vouch 
717,subscribe,subscribe.v.03,agree,
718,corroborate,corroborate.v.03,match equal,
719,defend,defend.v.01,argue present state express,apologize stand up uphold 
720,support,support.v.09,act re-create make,
721,patronize,patronize.v.04,foster encourage inspire stimulate arouse make,
722,digest,digest.v.03,permit accept react act,accept bear up pay sit out stand for take a joke take lying down 
723,worker,worker.n.01,person causal agent physical entity entity,assistant beater bill poster bleacher boatman carter caster charcoal burner collector comber cornhusker driver employable employee finisher freelancer gutter hanger lamplighter melter moonlighter mopper muzzler nailer oiler part-timer peeler planter plier processor pruner puller quarryman ragsorter scab scrubber seasonal worker servant sheller shelver shingler shoveler skidder skilled worker slave solderer splicer splitter stainer stemmer stringer stripper tacker tapper teaser temp throwster tier tiler toiler topper topper trade unionist twiner volunteer wallah washer winder wiper working girl workmate 
723,worker,worker.n.01,person organism living thing whole object physical entity entity,assistant beater bill poster bleacher boatman carter caster charcoal burner collector comber cornhusker driver employable employee finisher freelancer gutter hanger lamplighter melter moonlighter mopper muzzler nailer oiler part-timer peeler planter plier processor pruner puller quarryman ragsorter scab scrubber seasonal worker servant sheller shelver shingler shoveler skidder skilled worker slave solderer splicer splitter stainer stemmer stringer stripper tacker tapper teaser temp throwster tier tiler toiler topper topper trade unionist twiner volunteer wallah washer winder wiper working girl workmate 
724,proletarian,proletarian.n.01,commoner person causal agent physical entity entity,dogsbody 
724,proletarian,proletarian.n.01,commoner person organism living thing whole object physical entity entity,dogsbody 
725,worker,worker.n.03,insect arthropod invertebrate animal organism living thing whole object physical entity entity,soldier worker bee 
726,actor,actor.n.02,person causal agent physical entity entity,demon eager beaver energizer go-getter man of action powerhouse 
726,actor,actor.n.02,person organism living thing whole object physical entity entity,demon eager beaver energizer go-getter man of action powerhouse 
727,walk,walk.n.01,locomotion motion change action act event psychological feature abstraction entity,ambulation gait march plodding prowl shamble sleepwalking wading 
728,base on balls,base_on_balls.n.01,accomplishment action act event psychological feature abstraction entity,
729,walk,walk.n.03,carriage bodily property property attribute abstraction entity,
730,walk,walk.n.04,travel motion change action act event psychological feature abstraction entity,amble constitutional foot hike last mile moonwalk perambulation turn walk-through walkabout 
731,walk,walk.n.05,path way artifact whole object physical entity entity,ambulatory boardwalk catwalk flagging promenade sidewalk skywalk 
732,walk,walk.n.06,gait locomotion motion change action act event psychological feature abstraction entity,
733,walk of life,walk_of_life.n.01,career occupation activity act event psychological feature abstraction entity,
734,walk,walk.v.01,travel,amble ambulate clump flounce foot hike limp lollop lumber march march mince pace perambulate promenade prowl shuffle skulk sleepwalk slink slog slouch sneak spacewalk stagger stagger stalk step stomp stride stroll stumble tap tiptoe tittup toddle toe traipse tramp down tread wade 
735,walk,walk.v.02,accompany travel,march trot 
736,walk,walk.v.03,score gain,
737,walk,walk.v.04,traverse pass travel,
738,walk,walk.v.05,play compete,
739,walk,walk.v.06,behave act,
740,walk,walk.v.07,consociate unite join,
741,walk,walk.v.08,pace travel,
742,walk,walk.v.09,compel induce,march parade 
743,walk,walk.v.10,travel,constitutionalize 
744,agent,agent.n.01,causal agent physical entity entity,biological agent eliminator impairer infectious agent lethal agent motor mutagen quickener relaxer repressor retardant satisfier shortener stressor teratogen vasoconstrictor vector weakener 
745,agent,agent.n.02,representative negotiator communicator person causal agent physical entity entity,bailee booker business agent deputy employment agent freight agent government agent handler literary agent mill agent next friend parliamentary agent proxy purchasing agent secret agent shipping agent shopper special agent talent agent universal agent 
745,agent,agent.n.02,representative negotiator communicator person organism living thing whole object physical entity entity,bailee booker business agent deputy employment agent freight agent government agent handler literary agent mill agent next friend parliamentary agent proxy purchasing agent secret agent shipping agent shopper special agent talent agent universal agent 
746,agent,agent.n.03,causal agent physical entity entity,antacid antiflatulent antifungal bacteriostat bleaching agent chemical agent coagulant coolant dilutant disinfectant drug emmenagogue galactagogue hypnagogue hypoglycemic agent inducer lactifuge lactogen mitogen nerve gas precipitant solvating agent vermicide viricide 
746,agent,agent.n.03,substance matter physical entity entity,antacid antiflatulent antifungal bacteriostat bleaching agent chemical agent coagulant coolant dilutant disinfectant drug emmenagogue galactagogue hypnagogue hypoglycemic agent inducer lactifuge lactogen mitogen nerve gas precipitant solvating agent vermicide viricide 
747,agent,agent.n.04,businessperson capitalist person causal agent physical entity entity,auctioneer insurance broker investment banker real estate broker ship broker stockbroker syndic travel agent 
747,agent,agent.n.04,businessperson capitalist person organism living thing whole object physical entity entity,auctioneer insurance broker investment banker real estate broker ship broker stockbroker syndic travel agent 
748,agent,agent.n.05,official skilled worker worker person causal agent physical entity entity,federal indian agent trustbuster 
748,agent,agent.n.05,official skilled worker worker person organism living thing whole object physical entity entity,federal indian agent trustbuster 
749,agentive role,agentive_role.n.01,semantic role grammatical category class collection group abstraction entity,
750,law,law.n.01,collection group abstraction entity,administrative law canon law civil law common law international law law of the land martial law mercantile law military law mosaic law securities law shariah statutory law tax law 
751,law,law.n.02,legal document document writing written communication communication abstraction entity,anti-drug law anti-racketeering law antitrust legislation blue law blue sky law fundamental law gag law homestead law poor law prohibition public law riot act statute of limitations 
752,law,law.n.03,concept idea content cognition psychological feature abstraction entity,divine law principle sound law 
753,law,law.n.04,concept idea content cognition psychological feature abstraction entity,all-or-none law archimedes' principle avogadro's law benford's law bernoulli's law bose-einstein statistics boyle's law coulomb's law dalton's law distribution law equilibrium law fechner's law fermi-dirac statistics gay-lussac's law henry's law hooke's law hubble's law kepler's law kirchhoff's laws law of averages law of constant proportion law of diminishing returns law of effect law of equivalent proportions law of gravitation law of mass action law of multiple proportions law of thermodynamics mendel's law newton's law of motion ohm's law pascal's law pauli exclusion principle periodic law planck's law planck's radiation law principle principle of relativity stevens' law weber's law 
754,jurisprudence,jurisprudence.n.01,philosophy humanistic discipline discipline knowledge domain content cognition psychological feature abstraction entity,contract law corporation law matrimonial law patent law 
755,law,law.n.06,learned profession profession occupation activity act event psychological feature abstraction entity,
756,police,police.n.01,force organization social group group abstraction entity,europol gendarmerie mutawa'een posse royal canadian mounted police schutzstaffel scotland yard secret police 
756,police,police.n.01,law enforcement agency agency administrative unit unit organization social group group abstraction entity,europol gendarmerie mutawa'een posse royal canadian mounted police schutzstaffel scotland yard secret police 
757,point,point.n.01,component part concept idea content cognition psychological feature abstraction entity,attractor intercept intersection 
758,point,point.n.02,location object physical entity entity,abutment antinode beginning blind spot celestial point center chokepoint corner corner crossing focus focus focus geographic point ground zero hilum hot spot mcburney's point midair military position navel node position position pressure point punctum topographic point trichion vanishing point 
759,point,point.n.03,meaning message communication abstraction entity,bottom line crux rallying point talking point 
760,detail,detail.n.01,fact information cognition psychological feature abstraction entity,minutia nook and cranny respect sticking point technicality 
761,degree,degree.n.02,state attribute abstraction entity,acme climax extent ladder plane quickening resultant standard of living state of the art ultimacy 
762,point,point.n.06,measure abstraction entity,arrival time beginning date deadline departure time distance end middle midterm midterm moment phase run-time show time term then 
763,point,point.n.07,aim goal content cognition psychological feature abstraction entity,
764,point,point.n.08,convex shape solid shape attribute abstraction entity,cusp head widow's peak 
765,point,point.n.09,disk round shape shape attribute abstraction entity,
766,point,point.n.10,unit of measurement definite quantity measure abstraction entity,advantage match point point after set point 
767,point,point.n.11,promontory natural elevation geological formation object physical entity entity,
768,item,item.n.01,part relation abstraction entity,agenda item incidental inventory item line item news item place 
769,point,point.n.13,relevance connection relation abstraction entity,
770,point,point.n.14,characteristic quality attribute abstraction entity,
771,point,point.n.15,end extremity region location object physical entity entity,arrowhead barb barb cusp diamond point nib pike pinpoint spearhead spike 
772,compass point,compass_point.n.01,direction position relation abstraction entity,cardinal compass point east by north east by south east northeast east southeast north by east north by west north northeast north northwest northeast northeast by east northeast by north northwest northwest by north northwest by west south by east south by west south southeast south southwest southeast southeast by east southeast by south southwest southwest by south southwest by west west by north west by south west northwest west southwest 
773,point,point.n.17,linear unit unit of measurement definite quantity measure abstraction entity,
774,point,point.n.18,loan debt liabilities possession relation abstraction entity,
775,period,period.n.07,punctuation mark written symbol symbol signal communication abstraction entity,suspension point 
776,point,point.n.20,mark written symbol symbol signal communication abstraction entity,
777,decimal point,decimal_point.n.01,mathematical notation notation writing written communication communication abstraction entity,
778,point,point.n.22,taper narrowing shape spatial property property attribute abstraction entity,
779,point,point.n.23,characteristic quality attribute abstraction entity,selling point 
780,point,point.n.24,gun muzzle opening artifact whole object physical entity entity,
781,point,point.n.25,wall socket receptacle fitting accessory component part object physical entity entity,
782,distributor point,distributor_point.n.01,contact junction connection instrumentality artifact whole object physical entity entity,
783,indicate,indicate.v.02,inform communicate interact act,finger point reflect signalize 
784,orient,orient.v.01,lie be,
785,charge,charge.v.17,aim position put move,
786,steer,steer.v.01,control,channel conn corner crab dock helm navigate navigate park pull over sheer stand out starboard 
787,bespeak,bespeak.v.01,tell inform communicate interact act,bode mark 
788,luff,luff.v.01,sail boat ride travel travel,
789,point,point.v.07,tag attach connect,
790,point,point.v.08,tag attach connect,
791,point,point.v.09,tag attach connect,
792,point,point.v.10,be,
793,target,target.v.01,aim position put move,address range in 
794,point,point.v.12,indicate inform communicate interact act,
795,sharpen,sharpen.v.07,change shape change,acuminate 
796,point,point.v.14,repair better change,
797,fungus,fungus.n.01,organism living thing whole object physical entity entity,agaric ascomycete aspergillus fumigatus basidiomycete bird's-nest fungus black root rot fungus blastomycete bolete bottom rot fungus brown root rot fungus candida clubroot fungus coffee fungus coral fungus dead-man's-fingers dry rot dutch elm fungus earthball earthstar earthtongue ergot false morel false truffle felt fungus gasteromycete gastroboletus scabrosus gastroboletus turbinatus gastrocybe lateritia green smut fungus gyromitra hen-of-the-woods jelly fungus lichen lorchel macowanites americanus mildew mold monilia phytophthora citrophthora phytophthora infestans pink disease fungus pond-scum parasite potato fungus potato wart fungus puffball pythium radiigera fuscogleba rhizoctinia rust sac fungus scaly lentinus sclerotinia shiitake slime mold smut stalked puffball stinkhorn tooth fungus true fungus truffle verticillium volvaria bombycina white fungus white rust wynnea americana wynnea sparassoides yeast yellow spot fungus 
798,control,control.n.01,power quality attribute abstraction entity,authority corporatism hold iron fist rein 
799,control,control.n.02,relation abstraction entity,
800,control,control.n.03,bodily process organic process process physical entity entity,motor control 
801,control condition,control_condition.n.01,criterion ideal idea content cognition psychological feature abstraction entity,
802,control,control.n.05,activity act event psychological feature abstraction entity,crowd control damage control federalization flight control flood control grasping imperialism internal control possession possession power trip price-fixing regulation regulation repression restraint riot control self-denial steering steering traffic control 
803,dominance,dominance.n.02,condition state attribute abstraction entity,absolutism ascendant domination dominion monopoly predominance regulation 
804,restraint,restraint.n.02,discipline trait attribute abstraction entity,continence inhibition self-restraint temperance 
805,command,command.n.06,skillfulness state attribute abstraction entity,
806,control,control.n.09,mechanism device instrumentality artifact whole object physical entity entity,cruise control dial disk controller governor handwheel joystick regulator switch valve 
807,control,control.n.10,spirit spiritual being belief content cognition psychological feature abstraction entity,
808,control,control.n.11,economic policy policy argumentation reasoning thinking higher cognitive process process cognition psychological feature abstraction entity,ceiling floor price control 
809,control,control.v.01, ,call the shots charm corner dominate govern govern harness hold hold one's own hold sway internationalize manage monopolize preoccupy preside regiment steer steer 
810,control,control.v.02,restrain inhibit suppress forget,bate catch countercheck damp deny mortify restrict restrict suppress thermostat train 
811,operate,operate.v.03,manipulate handle touch,dial drive fly gate pedal relay submarine synchronize treadle turn 
812,manipulate,manipulate.v.05,interact act,handle ingratiate tease 
813,control,control.v.05,test evaluate think,
814,control,control.v.06,see verify confirm,
815,see,see.v.10,verify confirm,card cinch control cover cross-check double-check proofread spot-check 
816,master,master.v.04,know,cinch 
817,property,property.n.01,possession relation abstraction entity,commonage community property estate heirloom hereditament intellectual property landholding lease personal property public property ratables real property salvage shareholding spiritualty stockholding tangible possession things trade-in trust wealth worldly possessions 
818,property,property.n.02,attribute abstraction entity,actinism age analyticity anisotropy bodily property characteristic chemical property compositeness concentration connectivity consistency constitution degree disposition duality edibility extension fullness heredity hydrophobicity isotropy magnitude manner olfactory property optics physical property primality saltiness selectivity size solvability sound property spatial property strength sustainability tactile property taste property temporal property unsolvability vascularity viability visual property weakness 
819,place,place.n.02,geographical area region location object physical entity entity,boatyard center colony hatchery sanctuary 
820,property,property.n.04,concept idea content cognition psychological feature abstraction entity,feature feature of speech quality 
821,property,property.n.05,object physical entity entity,custard pie 
822,end,end.n.01,extremity region location object physical entity entity,bitter end bitthead end point finish heel heel nerve ending point pole railhead telomere terminus tip yardarm 
823,end,end.n.02,point measure abstraction entity,cease death death fag end last gasp period stopping point termination terminus ad quem year-end 
824,end,end.n.03,ending happening event psychological feature abstraction entity,endgame endgame homestretch passing 
825,goal,goal.n.01,content cognition psychological feature abstraction entity,aim bourn destination end-all intention no-goal purpose 
826,end,end.n.05,part concept idea content cognition psychological feature abstraction entity,
827,end,end.n.06,state attribute abstraction entity,
828,end,end.n.07,surface boundary extremity region location object physical entity entity,
829,end,end.n.08,lineman football player athlete contestant person causal agent physical entity entity,split end tight end 
829,end,end.n.08,lineman football player athlete contestant person organism living thing whole object physical entity entity,split end tight end 
829,end,end.n.08,lineman football player player contestant person causal agent physical entity entity,split end tight end 
829,end,end.n.08,lineman football player player contestant person organism living thing whole object physical entity entity,split end tight end 
830,end,end.n.09,boundary extremity region location object physical entity entity,
831,end,end.n.10,topographic point point location object physical entity entity,
832,end,end.n.11,contribution attempt activity act event psychological feature abstraction entity,
833,conclusion,conclusion.n.08,section music auditory communication communication abstraction entity,anticlimax epilogue epilogue finale peroration 
833,conclusion,conclusion.n.08,section writing written communication communication abstraction entity,anticlimax epilogue epilogue finale peroration 
834,end,end.n.13,piece of cloth fabric artifact whole object physical entity entity,fag end 
834,end,end.n.13,piece of cloth piece part object physical entity entity,fag end 
835,end,end.n.14,lineman position role activity act event psychological feature abstraction entity,
836,end,end.v.01, ,adjourn break conclude culminate cut out discontinue go out lapse pass away run low run out turn out vanish vanish 
837,end,end.v.02,change,abort ax break close close close out closure complete conclude culminate decide dissolve dissolve finalize finish interrupt lift phase out stamp out stub out 
838,end,end.v.03,be,close 
839,end,end.v.04,destroy unmake,
